ID_Obat;Nama_Obat;Kategori;Indikasi;Kontraindikasi;Dosis_Dewasa;Dosis_Anak;Bentuk_Sediaan;Kandungan;Efek_Samping;Interaksi;Peringatan;Harga;Ketersediaan;Produsen;No_BPOM;Golongan;Resep;Rating
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
PPIOS01;Osmep;PPI;GERD, Tukak Lambung;Hipersensitivitas;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare;Warfarin, diazepam;Hindari penggunaan berkepanjangan;Rp20.000;Tersedia;PT Kalbe Farma;DBL7821003;Keras;Ya;5
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
PPIOPR01;Oprazol;PPI;GERD, Tukak Lambung;Hipersensitivitas terhadap omeprazole;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual;Clopidogrel, warfarin;Tidak untuk penggunaan jangka panjang;Rp25.000;Tersedia;PT Sanbe Farma;DBL7821001;Keras;Ya;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS007;Polysilane;Antasida;Maag, kembung, mual;Hipersensitivitas;15ml, 3 kali sehari;5-10ml untuk anak >6 tahun;Suspensi;Dimethylpolysiloxane, Al(OH)3;Konstipasi ringan;Dapat menurunkan absorpsi obat lain;Hindari penggunaan jangka panjang;Rp16.500;Tersedia;Pharos Indonesia;DBL7821234573;Obat Bebas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUFT02;Flutamol;Flu dan Batuk;Flu, batuk, demam;Hipertensi;1 tablet, 3x sehari;½ tablet, 3x sehari;Tablet;Paracetamol 500mg, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hati-hati saat mengemudi;Rp3.500;Tersedia;PT Tempo Scan Pacific;DBL7821006;Bebas Terbatas;Tidak;4
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUNZ01;Neozep Forte;Flu;Flu, pilek, demam;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821009;Bebas Terbatas;Tidak;5
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUNZ01;Neozep Forte;Flu;Flu, pilek, demam;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821009;Bebas Terbatas;Tidak;5
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUNZ02;Noza;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Chlorpheniramine;Mengantuk, mulut kering;MAOIs, sedatif;Hindari mengemudi;Rp2.500;Tersedia;PT Kalbe Farma;DBL7821010;Bebas Terbatas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BDRPD01;Bodrexin;Analgesik-Antipiretik;Demam, nyeri ringan;Gangguan hati;Tidak direkomendasikan;½-1 tablet, 3x sehari;Tablet;Paracetamol 120mg;Mual ringan;Tidak signifikan;Sesuaikan dosis anak;Rp3.000;Tersedia;PT Tempo Scan Pacific;DBL7821011;Bebas;Tidak;4
BTKSL01;Siladex;Batuk;Batuk kering;Hipersensitivitas;10ml, 3x sehari;5ml, 3x sehari;Sirup;Dextromethorphan HBr;Mengantuk, pusing;MAOIs, SSRI;Hindari mengemudi;Rp20.000;Tersedia;PT Soho;DBL7821012;Bebas Terbatas;Tidak;4
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUDG01;Decolgen;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;Antihipertensi, MAOIs;Hati-hati mengemudi;Rp3.000;Tersedia;PT Darya-Varia;DBL7821013;Bebas Terbatas;Tidak;4
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUFX01;Flucadex;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp3.500;Tersedia;PT Sanbe Farma;DBL7821014;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUPE01;PE;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;Antihipertensi, MAOIs;Hindari mengemudi;Rp2.500;Tersedia;PT Kalbe Farma;DBL7821015;Bebas Terbatas;Tidak;4
FLUAT01;Antrain;Flu dan Demam;Flu, demam;Gangguan hati;1 tablet, 3x sehari;½ tablet, 3x sehari;Tablet;Paracetamol 500mg;Mual ringan;Warfarin;Hindari alkohol;Rp2.500;Tersedia;PT Pharos;DBL7821018;Bebas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUNZ01;Neozep Forte;Flu;Flu, pilek, demam;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821009;Bebas Terbatas;Tidak;5
FLULS01;Laserin;Batuk;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;7.5ml, 3x sehari;Sirup;Ekstrak herbal;Tidak signifikan;Tidak signifikan;Kocok sebelum minum;Rp20.000;Tersedia;PT Soho;DBL7821019;Bebas;Tidak;4
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUKN01;Konidin;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp2.000;Tersedia;PT Konimex;DBL7821020;Bebas Terbatas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUKN01;Konidin;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp2.000;Tersedia;PT Konimex;DBL7821020;Bebas Terbatas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUTR01;Tremenza;Flu;Flu, alergi;Hipersensitivitas;1 tablet, 3x sehari;½ tablet, 3x sehari;Tablet;Pseudoephedrine, Triprolidine;Mengantuk, pusing;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Tempo Scan Pacific;DBL7821017;Bebas Terbatas;Tidak;4
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKAL01;Ambroxol;Batuk;Batuk berdahak;Hipersensitivitas;30mg, 3x sehari;15mg, 2x sehari;Tablet;Ambroxol HCl 30mg;Mual, gangguan pencernaan;Tidak signifikan;Diminum setelah makan;Rp5.000;Tersedia;PT Kimia Farma;DBL7821021;Bebas;Tidak;4
VITVC01;Vitacimin;Vitamin;Daya tahan tubuh;Hipersensitivitas;1 tablet, 1x sehari;½ tablet, 1x sehari;Tablet;Vitamin C 500mg;Mual ringan;Tidak signifikan;Tidak ada khusus;Rp3.000;Tersedia;PT Takeda;DBL7821025;Bebas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUPN02;Panadol Cold & Flu;Flu;Flu, demam;Gangguan hati;2 tablet, 4x sehari;Sesuai berat badan;Tablet;Paracetamol 500mg, Pseudoephedrine;Insomnia, gugup;MAOIs, beta blocker;Tidak untuk hipertensi;Rp15.000;Tersedia;PT Sterling;DBL7821008;Bebas Terbatas;Tidak;4
FLUMX02;Mixagrip;Flu dan Batuk;Flu, demam, batuk;Hipertensi berat;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol 500mg, Phenylephrine 10mg;Mengantuk, mulut kering;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Kalbe Farma;DBL7821005;Bebas Terbatas;Tidak;5
FLUST01;Stopcold;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Konimex;DBL7821022;Bebas Terbatas;Tidak;4
FLUUF01;Ultraflu;Flu;Flu, demam;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;MAOIs, antihipertensi;Hindari mengemudi;Rp3.500;Tersedia;PT Darya-Varia;DBL7821023;Bebas Terbatas;Tidak;4
FLUKN01;Konidin;Flu dan Batuk;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Dextromethorphan;Mengantuk, pusing;MAOIs, antidepresan;Hindari mengemudi;Rp2.000;Tersedia;PT Konimex;DBL7821020;Bebas Terbatas;Tidak;4
BTKOBH01;OBH;Batuk Ekspektoran;Batuk berdahak;Hipersensitivitas;15ml, 3x sehari;5-10ml, 3x sehari;Sirup;Succus Liquiritiae, Ammonium Chloride;Mual ringan;Tidak signifikan;Dapat menyebabkan kantuk;Rp15.000;Tersedia;PT Kimia Farma;DBL7821004;Bebas;Tidak;5
FLUPT01;Paratusin;Flu;Flu, batuk;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Guaifenesin;Mengantuk, mual;MAOIs, antihipertensi;Hindari mengemudi;Rp3.000;Tersedia;PT Konimex;DBL7821024;Bebas Terbatas;Tidak;5
FLUDG01;Decolgen;Flu;Flu, pilek;Hipertensi;1 tablet, 3x sehari;Tidak direkomendasikan;Tablet;Paracetamol, Phenylephrine;Mengantuk, pusing;Antihipertensi, MAOIs;Hati-hati mengemudi;Rp3.000;Tersedia;PT Darya-Varia;DBL7821013;Bebas Terbatas;Tidak;4
